sentence,sentiment,pred_sentiment,net_score
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,neutral,negative,-1
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",neutral,negative,-1
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,negative,neutral,0
"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .",neutral,negative,-1
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative,positive,1
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,positive,neutral,0
Shire share price under pressure after $32bn Baxalta deal,negative,positive,1
"However , he expects banks to provide alternative financing .",positive,neutral,0
We are now in a position to pursue novel clinical candidates going forward . '',positive,neutral,0
"Operating profit decreased to nearly EUR 1.7 mn , however .",negative,neutral,0
"Following the acquisitions , Panostaja will establish a new business unit which will focus on heat treatment of metals .",neutral,positive,1
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,neutral,positive,1
"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows .",neutral,positive,1
"Via the move , the company aims annual savings of some EUR 3 million USD 4.3 m , the main part of which are expected to be realized this year .",positive,neutral,0
$NFLX +3% of the lows,positive,neutral,0
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,negative,neutral,0
"Ahlstrom , headquartered in Helsinki , Finland , is a global leader in the development , manufacture and marketing of high performance fibre-based materials .",neutral,positive,1
$DMND green and moving,positive,neutral,0
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",neutral,positive,1
The increase range will vary up to 10 % .,neutral,positive,1
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,positive,neutral,0
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,negative,neutral,0
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,neutral,negative,-1
"In 2007 , Huhtamaki will continue to invest in organic growth .",neutral,positive,1
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",neutral,positive,1
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",negative,neutral,0
Finnish food industry companies HK Ruokatalo and Atria will form a joint venture company called L+ñnsi-Kalkkuna to produce turkey meat .,positive,neutral,0
$KCG bot at 2.24,positive,neutral,0
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",negative,neutral,0
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",negative,neutral,0
CompaniesKingfisher bid for Mr Bricolage runs into trouble,negative,neutral,0
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",positive,neutral,0
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,negative,neutral,0
In Sweden the agreement covers data communication services as well .,neutral,positive,1
$KEP breaking out when the market pulls back  http://stks.co/r0cet,positive,neutral,0
"Pretax profit totaled EUR 9.0 mn , down from EUR 36.3 mn in 2007 .",neutral,positive,1
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive,neutral,0
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share .,neutral,positive,1
$MPWR CEO sells 450k april 15th..meh,negative,neutral,0
"$HLF shorts made a killing last couple days, might make more if cover and buy back?",negative,positive,1
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,neutral,0
"In addition , the production at the Varpaisj+â rvi factory will be stopped at the beginning of April 2009 .",negative,neutral,0
E 's building system service had revenue of EUR 355 mln in 2007 .,neutral,positive,1
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",neutral,negative,-1
"The product range includes marinated olives , cold cuts , and pates , for example .",neutral,negative,-1
Sainsbury sales slip again as price pressures take a toll,negative,neutral,0
The deal is in line with Etteplan 's strategy to operate as a partner of global customers and provide industrial technology design services .,neutral,positive,1
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,positive,neutral,0
Rosen was cautious about being too optimistic inregard to the second half of the year .,neutral,positive,1
"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam .",positive,neutral,0
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,neutral,positive,1
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .",negative,positive,1
Entertainment One dispels ITV takeover rumours,positive,neutral,0
The dividends payable annually shall be deducted from the share subscription price .,neutral,positive,1
This assignment strengthens Poyry 's position as an international provider of engineering and project services to the chemical process industry .,positive,neutral,0
"Alpina Sports is a Lebanon , New Hampshire USA based distributor of e.g. Alpina ski shoes and skis , Exel ski poles , Start ski waxes and now also Peltonen cross-country skis .",neutral,positive,1
The company is well positioned in Brazil and Uruguay .,positive,neutral,0
"Upside moves in the volatile #mining sector, sending Anglo American PLC $AAL up 6.8% as of 4:30 PM, London time",positive,neutral,0
Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,neutral,positive,2
Number of offers received for this contract is two .,neutral,positive,1
"It expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .",neutral,positive,1
LSE gets Hong Kong regulatory nod to HK firms to become LSE members,positive,neutral,0
"Weber convinced his friend Ray Ostrom , who owned a Lake Street sporting goods store , to sell the lures .",neutral,negative,-1
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",negative,neutral,0
The District Court of Helsinki dismissed all charges as the court of first instance in 2005 .,positive,negative,-1
Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .,neutral,positive,1
Retail giant Kingfisher reports 'solid' start to the year,positive,neutral,0
$TSLA yeah lets go down to 230s lol,negative,neutral,0
$EBAY  e-bay bay!  working on a couple daily dojis .. should continue to the downside  https://t.co/lgU0yBxEZe,negative,neutral,0
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,neutral,0
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral,positive,1
"Initial estimated total value of the contract was 250 000 Euros , excluding VAT .",neutral,positive,1
Shell and BG Shareholders to Vote on Deal at End of January,neutral,positive,1
#Apple up almost 20% from its February lows with very little fanfare. $AAPL,positive,neutral,0
"In sales volume , Coca-Cola 's market share has decreased by 2.2 % to 24.2 % .",neutral,negative,-1
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,negative,neutral,0
Group net sales in the third quarter of 2007 totaled EUR 142.3 mn and operating profit EUR 4.3 mn .,neutral,positive,1
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,positive,neutral,0
"According to M-real 's CEO , Mikko Helander , this transaction will enable the company to proceed swiftly with its restructuring program .",positive,negative,-1
"New Delhi , July 17 -- Sahlberg Teppo , Kallio Timo and Mustonen Tuomas of M Real OYJ , Espoo , Finland have developed novel markings and methods of producing the same .",neutral,positive,1
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,neutral,0
